ctdotgov_name,corpus_name,firm_id,firm_name,n_trials
"MedPacto, Inc.","MedPacto, Inc.",7565,"MedPacto, Inc.",10
MedRegen LLC,MedRegen LLC,7568,MedRegen LLC,2
MedRelief,MedRelief,7569,MedRelief,1
"MedRhythms, Inc.","MedRhythms, Inc.",7570,"MedRhythms, Inc.",4
"MedShape, Inc","MedShape, Inc",7574,"MedShape, Inc",6
MedSource Polska,MedSource Polska,7575,MedSource Polska,1
MedTrace Pharma A/S,MedTrace Pharma A/S,7579,MedTrace Pharma A/S,1
MedVadis Research Corporation,MedVadis Research Corporation,7607,MedVadis Research Corporation,3
Meda Pharmaceuticals,Meda Pharmaceuticals,7420,MEDA Pharma GmbH & Co. KG,19
"MedaSorb Technologies, Inc","MedaSorb Technologies, Inc",7432,"MedaSorb Technologies, Inc",1
Medacta International SA,Medacta International SA,7424,Medacta International SA,40
Medacta USA,Medacta USA,7424,Medacta International SA,13
Medality Medical,Medality Medical,7426,Medality Medical,1
"Medallion Therapeutics, Inc.","Medallion Therapeutics, Inc.",7427,"Medallion Therapeutics, Inc.",1
Medamonitor,Medamonitor,7428,Medamonitor,1
Medaphor Limited,Medaphor Limited,7429,Medaphor Limited,3
Medartis AG,Medartis AG,7431,Medartis AG,2
"Medaxis, LLC","Medaxis, LLC",7433,"Medaxis, LLC",2
"Medco Health Solutions, Inc.","Medco Health Solutions, Inc.",7434,"Medco Health Solutions, Inc.",6
Medcura Inc.,Medcura Inc.,7436,Medcura Inc.,1
Medela AG,Medela AG,7439,Medela AG,10
"Medeon Biodesign, Inc.","Medeon Biodesign, Inc.",7440,"Medeon Biodesign, Inc.",1
"MedeonBio, Inc.","MedeonBio, Inc.",7441,"MedeonBio, Inc.",1
"Medeor Therapeutics, Inc.","Medeor Therapeutics, Inc.",7442,"Medeor Therapeutics, Inc.",4
Medesis Pharma SA,Medesis Pharma SA,7443,Medesis Pharma SA,2
"Medexus Pharma, Inc.","Medexus Pharma, Inc.",7444,"Medexus Pharma, Inc.",3
"Medfavour (Beijing) Medical Co., Ltd","Medfavour (Beijing) Medical Co., Ltd",7445,"Medfavour (Beijing) Medical Co., Ltd",2
Medfield Diagnostics,Medfield Diagnostics,7446,Medfield Diagnostics,1
Medgenics Medical Israel Ltd.,Medgenics Medical Israel Ltd.,7447,Medgenics Medical Israel Ltd.,4
Medherant Ltd,Medherant Ltd,7448,Medherant Ltd,2
Medhub Ltd.,Medhub Ltd.,7449,Medhub Ltd.,2
Medi Pharma Vision,Medi Pharma Vision,7450,Medi Pharma Vision,1
Medi-Tate Ltd.,Medi-Tate Ltd.,7451,Medi-Tate Ltd.,7
"Medi-Weightloss Franchising USA, LLC","Medi-Weightloss Franchising USA, LLC",7452,"Medi-Weightloss Franchising USA, LLC",1
MediBeacon,MediBeacon,7456,MediBeacon,8
MediCool Technologies,MediCool Technologies,7500,MediCool Technologies,1
MediGene,MediGene,7514,Medigen Vaccine Biologics Corp.,12
"MediLink Therapeutics (Suzhou) Co., Ltd.","MediLink Therapeutics (Suzhou) Co., Ltd.",7520,"MediLink Therapeutics (Suzhou) Co., Ltd.",5
"MediMergent, LLC","MediMergent, LLC",7521,"MediMergent, LLC",1
"MediPrint Ophthalmics, Inc.","MediPrint Ophthalmics, Inc.",7536,"MediPrint Ophthalmics, Inc.",1
MediQuest Therapeutics,MediQuest Therapeutics,7537,MediQuest Therapeutics,11
MediSieve Limited,MediSieve Limited,7538,MediSieve Limited,2
MediWound Ltd,MediWound Ltd,7552,MediWound Ltd,12
Medial Research Ltd.,Medial Research Ltd.,7453,Medial Research Ltd.,1
Medialis Ltd.,Medialis Ltd.,7454,Medialis Ltd.,3
Median Technologies,Median Technologies,2121,Biotronik Vertriebs-GmbH,1
Medibio Limited,Medibio Limited,7457,Medibio Limited,4
Medibiofarma S.L.,Medibiofarma S.L.,7458,Medibiofarma S.L.,4
Medic Mobile,Medic Mobile,7459,Medic Mobile,1
Medic Vision Imaging Solutions Ltd,Medic Vision Imaging Solutions Ltd,7460,Medic Vision Imaging Solutions Ltd,1
MedicAir Healthcare S.r.l.,MedicAir Healthcare S.r.l.,7462,MedicAir Healthcare S.r.l.,1
"MedicaSafe, Inc.","MedicaSafe, Inc.",7487,"MedicaSafe, Inc.",1
Medicago,Medicago,7461,Medicago,18
Medical Acoustics LLC,Medical Acoustics LLC,7463,Medical Acoustics LLC,2
Medical Benefits Fund of Australia,Medical Benefits Fund of Australia,7464,Medical Benefits Fund of Australia,1
Medical Coherence LLC,Medical Coherence LLC,7465,"Coherent Biopharma (Suzhou) Co., Ltd.",1
"Medical Components, Inc dba MedComp","Medical Components, Inc dba MedComp",7466,"Medical Components, Inc dba MedComp",3
Medical Compression Systems,Medical Compression Systems,7467,Medical Compression Systems,2
"Medical Creations, Inc.","Medical Creations, Inc.",7468,"Medical Creations, Inc.",1
"Medical Decision Logic, Inc.","Medical Decision Logic, Inc.",7469,Logical Therapeutics,2
Medical Developments International Limited,Medical Developments International Limited,6116,Medical Developments International Limited,3
Medical Device Works NV SA,Medical Device Works NV SA,7471,Medical Device Works NV SA,1
"Medical Diagnostic Laboratories, LLC","Medical Diagnostic Laboratories, LLC",7472,"Epic Research & Diagnostics, Inc.",1
"Medical Directions, Inc","Medical Directions, Inc",3767,"Direct Biologics, LLC",1
Medical Enterprises Europe B.V.,Medical Enterprises Europe B.V.,5347,HealthCare Global Enterprise Ltd.,3
Medical Enterprises Ltd.,Medical Enterprises Ltd.,5347,HealthCare Global Enterprise Ltd.,1
Medical Entomology Centre,Medical Entomology Centre,7476,Medical Entomology Centre,3
Medical Ethics UK Ltd,Medical Ethics UK Ltd,4361,Encube Ethicals Pvt. Ltd.,1
"Medical Group Care, LLC","Medical Group Care, LLC",7478,"Medical Group Care, LLC",1
"Medical Metrics Diagnostics, Inc","Medical Metrics Diagnostics, Inc",7479,"Medical Metrics Diagnostics, Inc",1
Medical Park AG,Medical Park AG,7480,Medical Park AG,1
Medical Prognosis Institute A/S,Medical Prognosis Institute A/S,7481,Medical Prognosis Institute A/S,1
Medical Research Laboratories International,Medical Research Laboratories International,7482,Medical Research Laboratories International,3
Medical Technology Transfer and Services Hong Kong Ltd,Medical Technology Transfer and Services Hong Kong Ltd,7483,Medical Technology Transfer and Services Hong Kong Ltd,1
Medical Therapy Solutions,Medical Therapy Solutions,2644,"Shanghai Cell Therapy Group Co.,Ltd",2
Medical Valley Digital Health Application Center GmbH,Medical Valley Digital Health Application Center GmbH,7485,Medical Valley Digital Health Application Center GmbH,2
MedicalLogic,MedicalLogic,7486,MedicalLogic,1
Medice Arzneimittel Pütter GmbH & Co KG,Medice Arzneimittel Pütter GmbH & Co KG,7488,Medice Arzneimittel Pütter GmbH & Co KG,9
Medicel AG,Medicel AG,7489,Medicel AG,1
Medicem International CR s.r.o.,Medicem International CR s.r.o.,7490,Medicem International CR s.r.o.,3
"Medicenna Therapeutics, Inc.","Medicenna Therapeutics, Inc.",7491,"Medicenna Therapeutics, Inc.",2
MediciNova,MediciNova,7493,MediciNova,17
Medicines Evaluation Unit Ltd,Medicines Evaluation Unit Ltd,7492,Medicines Evaluation Unit Ltd,1
"Medicis Aesthetics, Inc.","Medicis Aesthetics, Inc.",7496,Medicis Global Service Corporation,1
Medicis Global Service Corporation,Medicis Global Service Corporation,7496,Medicis Global Service Corporation,12
Medicis Pharmaceutical Corporation,Medicis Pharmaceutical Corporation,7496,Medicis Global Service Corporation,1
Medicis Technologies Corporation,Medicis Technologies Corporation,7496,Medicis Global Service Corporation,1
Mediclinic Middle East,Mediclinic Middle East,7498,Mediclinic Middle East,1
Medicontur Medical Engineering Ltd,Medicontur Medical Engineering Ltd,7499,Medicontur Medical Engineering Ltd,6
Medicortex Finland Oy,Medicortex Finland Oy,7501,Medicortex Finland Oy,3
Medicpen AB,Medicpen AB,7502,Medicpen AB,1
Medicrea International,Medicrea International,6987,Medicrea International,8
"Medicrea, USA Corp.","Medicrea, USA Corp.",7342,Mateon Therapeutics,3
Medicure,Medicure,7505,Medicure,8
MedicusTek USA Corporation,MedicusTek USA Corporation,7506,Besins Healthcare,1
"MedicusTek, Inc","MedicusTek, Inc",7506,Besins Healthcare,1
Medidata Solutions,Medidata Solutions,7508,Medidata Solutions,1
"Medifast, Inc.","Medifast, Inc.",7509,"Medifast, Inc.",6
"Medifocus, Inc.","Medifocus, Inc.",7510,"Medifocus, Inc.",2
"Mediforum Ltd., Co.","Mediforum Ltd., Co.",7511,"Mediforum Ltd., Co.",1
Medigen Biotechnology Corporation,Medigen Biotechnology Corporation,7514,Medigen Vaccine Biologics Corp.,2
Medigen Vaccine Biologics Corp.,Medigen Vaccine Biologics Corp.,7514,Medigen Vaccine Biologics Corp.,17
Medigene AG,Medigene AG,7514,Medigen Vaccine Biologics Corp.,3
Medigreen Biotechnology Corp.,Medigreen Biotechnology Corp.,7516,Medigreen Biotechnology Corp.,1
Medigus Ltd,Medigus Ltd,7517,Medigus Ltd,1
Medika Natura Sdn Bhd,Medika Natura Sdn Bhd,7518,Medika Natura Sdn Bhd,1
"Medikine, Inc.","Medikine, Inc.",7519,"Medikine, Inc.",2
"Medimetriks Pharmaceuticals, Inc","Medimetriks Pharmaceuticals, Inc",7522,"Medimetriks Pharmaceuticals, Inc",1
"Medimix Specialty Pharmacy, LLC","Medimix Specialty Pharmacy, LLC",7523,"Medimix Specialty Pharmacy, LLC",4
MedinCell S.A,MedinCell S.A,7526,MedinCell S.A,2
Medingo Ltd,Medingo Ltd,7527,Medingo Ltd,2
Medinice S.A.,Medinice S.A.,7528,Medinice S.A.,1
Medinol Ltd.,Medinol Ltd.,7530,Medinol Ltd.,14
Medinova AG,Medinova AG,7531,Medinova AG,6
"Medinox, Inc.","Medinox, Inc.",7532,"Medinox, Inc.",1
Medios Technologies Pte. Ltd,Medios Technologies Pte. Ltd,7533,Medios Technologies Pte. Ltd,1
Medipost America Inc.,Medipost America Inc.,7535,Medipost Co Ltd.,1
Medipost Co Ltd.,Medipost Co Ltd.,7535,Medipost Co Ltd.,17
Medisim Ltd,Medisim Ltd,7539,Medisim Ltd,5
Medisol Development Kft.,Medisol Development Kft.,7540,Medisol Development Kft.,1
Medispec,Medispec,7541,Medispec,8
Medistem Inc.,Medistem Inc.,7542,Medistem Inc.,1
Medistim ASA,Medistim ASA,7543,Medistim ASA,1
Meditor Pharmaceuticals Ltd.,Meditor Pharmaceuticals Ltd.,7544,Meditor Pharmaceuticals Ltd.,1
Meditor SAS,Meditor SAS,7544,Meditor Pharmaceuticals Ltd.,1
Meditrina Pharmaceuticals,Meditrina Pharmaceuticals,7546,Meditrina Pharmaceuticals,1
Meditrix Corp,Meditrix Corp,7547,Meditrix Corp,1
"Medivance, Inc.","Medivance, Inc.",7549,"Medivation, Inc.",2
"Medivation, Inc.","Medivation, Inc.",7549,"Medivation, Inc.",14
Medivet Pty Ltd,Medivet Pty Ltd,7550,Medivet Pty Ltd,1
Medivir,Medivir,7551,Medivir,9
Medlab Clinical,Medlab Clinical,7553,Medlab Clinical,1
Medline Industries,Medline Industries,7554,Medline Industries,37
Medlogics Device Corporation,Medlogics Device Corporation,7555,MedLogic Global Limited,1
Medlumics,Medlumics,7557,Medlumics,1
Medneon,Medneon,7560,Medneon,1
Medolution Ltd.,Medolution Ltd.,7561,Medolution Ltd.,2
Medos International SARL,Medos International SARL,7562,Medos International SARL,2
Medotech A/S,Medotech A/S,7563,Prelude Therapeutics,3
Medovent GmbH,Medovent GmbH,7564,Medovent GmbH,1
"Medpharmgene, Inc.","Medpharmgene, Inc.",7566,"Medpharmgene, Inc.",1
"Medprin Regenerative Medical Technologies Co., Ltd.","Medprin Regenerative Medical Technologies Co., Ltd.",7567,"Medprin Regenerative Medical Technologies Co., Ltd.",2
Medsearch,Medsearch,7572,Medsearch,1
Medsenic,Medsenic,7573,Medsenic,1
Medstone International,Medstone International,7576,Medstone International,1
Medtecx Co Ltd.,Medtecx Co Ltd.,7577,Medtecx Co Ltd.,1
Medtentia International Ltd Oy,Medtentia International Ltd Oy,7578,Medtentia International Ltd Oy,2
Medtrade,Medtrade,7580,Medtrade,2
Medtronic,Medtronic,7592,Medtronic Diabetes,37
Medtronic - MITG,Medtronic - MITG,7582,Medtronic - MITG,162
Medtronic Atrial Fibrillation Solutions,Medtronic Atrial Fibrillation Solutions,7583,Medtronic Atrial Fibrillation Solutions,1
Medtronic BRC,Medtronic BRC,7585,Medtronic BRC,26
Medtronic Bakken Research Center,Medtronic Bakken Research Center,7584,Medtronic Bakken Research Center,79
Medtronic Cardiac Rhythm and Heart Failure,Medtronic Cardiac Rhythm and Heart Failure,7586,Medtronic Cardiac Rhythm and Heart Failure,199
Medtronic Cardiac Surgery,Medtronic Cardiac Surgery,7587,Medtronic Cardiac Surgery,8
Medtronic Cardiovascular,Medtronic Cardiovascular,2534,Medtronic Cardiovascular,67
Medtronic Comercial Ltda.,Medtronic Comercial Ltda.,7589,Medtronic Comercial Ltda.,1
Medtronic Corporate Technologies and New Ventures,Medtronic Corporate Technologies and New Ventures,7590,Medtronic Corporate Technologies and New Ventures,4
Medtronic Diabetes,Medtronic Diabetes,7592,Medtronic Diabetes,64
Medtronic Diabetes R&D Denmark,Medtronic Diabetes R&D Denmark,7592,Medtronic Diabetes,3
Medtronic Endovascular,Medtronic Endovascular,7593,Medtronic Endovascular,48
Medtronic France SAS,Medtronic France SAS,7592,Medtronic Diabetes,1
Medtronic Heart Valves,Medtronic Heart Valves,7595,Medtronic Heart Valves,3
Medtronic Hellas Medical Devices ΑEE,Medtronic Hellas Medical Devices ΑEE,7596,Medtronic Hellas Medical Devices ΑEE,2
Medtronic Italia,Medtronic Italia,7592,Medtronic Diabetes,4
Medtronic Latin America,Medtronic Latin America,7598,Medtronic Latin America,1
Medtronic Neurovascular Clinical Affairs,Medtronic Neurovascular Clinical Affairs,7599,Medtronic Neurovascular Clinical Affairs,30
Medtronic Spinal and Biologics,Medtronic Spinal and Biologics,7600,Medtronic Spinal and Biologics,56
Medtronic Spine LLC,Medtronic Spine LLC,7592,Medtronic Diabetes,8
Medtronic Surgical Technologies,Medtronic Surgical Technologies,7592,Medtronic Diabetes,14
Medtronic Vascular,Medtronic Vascular,7592,Medtronic Diabetes,54
"Medtronic Xomed, Inc.","Medtronic Xomed, Inc.",7604,"Medtronic Xomed, Inc.",2
MedtronicNeuro,MedtronicNeuro,7605,MedtronicNeuro,69
Medtrum France,Medtrum France,7606,Medtrum France,1
Medy-Tox,Medy-Tox,7608,Medy-Tox,49
Medyria AG,Medyria AG,7609,Medyria AG,1
Medytox Korea,Medytox Korea,7610,Medytox Korea,3
MegaPro Biomedical Co. Ltd.,MegaPro Biomedical Co. Ltd.,7614,MegaPro Biomedical Co. Ltd.,5
Megadyne Medical Products Inc.,Megadyne Medical Products Inc.,7611,Megadyne Medical Products Inc.,1
Megainpharm GmbH,Megainpharm GmbH,7612,Megainpharm GmbH,1
Megalabs,Megalabs,7613,Megalabs,4
Mego Afek Ltd.,Mego Afek Ltd.,7615,Mego Afek Ltd.,1
Mehul Desai,Mehul Desai,7616,Mehul Desai,1
"Meiji China Investment Co.,Ltd","Meiji China Investment Co.,Ltd",7618,"Meiji China Investment Co.,Ltd",1
"Meiji Co., Ltd.","Meiji Co., Ltd.",7619,"Shanghai Meiji Health Science and Technology Co., Ltd.",1
Meiji Pharma Spain S.A.,Meiji Pharma Spain S.A.,7619,"Shanghai Meiji Health Science and Technology Co., Ltd.",1
Meiji Pharma USA Inc.,Meiji Pharma USA Inc.,7619,"Shanghai Meiji Health Science and Technology Co., Ltd.",1
"Meiji Seika Pharma Co., Ltd.","Meiji Seika Pharma Co., Ltd.",7622,"Meiji Seika Pharma Co., Ltd.",10
MeiraGTx UK II Ltd,MeiraGTx UK II Ltd,7624,MeiraGTx UK II Ltd,10
"MeiraGTx, LLC","MeiraGTx, LLC",7624,MeiraGTx UK II Ltd,5
"Meissa Vaccines, Inc.","Meissa Vaccines, Inc.",7625,"Meissa Vaccines, Inc.",5
Mekos Laboratories AS,Mekos Laboratories AS,7626,Mekos Laboratories AS,3
MelCure SA,MelCure SA,7629,MelCure SA,1
Melcap Systems Ltd.,Melcap Systems Ltd.,7628,Melcap Systems Ltd.,1
"Melinta Therapeutics, Inc.","Melinta Therapeutics, Inc.",540,"Melinta Therapeutics, Inc.",31
"Melinta Therapeutics, LLC","Melinta Therapeutics, LLC",3865,Dragonboat Biopharmaceutical Company Limited,2
Melius Pharma AB,Melius Pharma AB,7633,Melius Pharma AB,1
Mellitor,Mellitor,7634,Mellitor,1
"Mellitus, LLC","Mellitus, LLC",7635,"Mellitus, LLC",1
Melt Pharmaceuticals,Melt Pharmaceuticals,7637,Melt Pharmaceuticals,3
Meluha Life Sciences SDN BHD,Meluha Life Sciences SDN BHD,7638,Meluha Life Sciences SDN BHD,1
MemScreen,MemScreen,7646,MemScreen,1
Member Companies of the Opioid PMR Consortium,Member Companies of the Opioid PMR Consortium,7639,Member Companies of the Opioid PMR Consortium,11
"Memgen, Inc.","Memgen, Inc.",3991,Efranat Ltd.,1
"Memgen, LLC","Memgen, LLC",1017,"Memgen, LLC",3
Memic Innovative Surgery,Memic Innovative Surgery,7643,Memic Innovative Surgery,1
Memo Therapeutics AG,Memo Therapeutics AG,7644,Memo Therapeutics AG,3
Memory Pharmaceuticals,Memory Pharmaceuticals,7645,Memory Pharmaceuticals,5
Menarini (Thailand) Limited,Menarini (Thailand) Limited,7649,Menarini Group,1
Menarini Biomarkers Singapore,Menarini Biomarkers Singapore,7649,Menarini Group,1
Menarini Group,Menarini Group,7649,Menarini Group,27
Menarini International Operations Luxembourg SA,Menarini International Operations Luxembourg SA,7649,Menarini Group,8
"Menarini Silicon Biosystems, INC","Menarini Silicon Biosystems, INC",7651,"Ocean Spray Cranberries, Inc.",1
Mendel AI,Mendel AI,7652,Mendel AI,1
Mendus,Mendus,7653,Mendus,7
"Menicon Co., Ltd.","Menicon Co., Ltd.",7654,"Menicon Co., Ltd.",6
Menning Labs,Menning Labs,7655,Menning Labs,1
"MenoGeniX, Inc.","MenoGeniX, Inc.",7656,"MenoGeniX, Inc.",1
Mensia Technologies SA,Mensia Technologies SA,7657,Mensia Technologies SA,1
"Menssana Research, Inc.","Menssana Research, Inc.",7658,"Menssana Research, Inc.",5
Mentia DTx,Mentia DTx,7659,Mentia DTx,1
Mentis Cura,Mentis Cura,3384,Mentis Cura,3
"Mentor Worldwide, LLC","Mentor Worldwide, LLC",7661,"Mentor Worldwide, LLC",17
"Mentrik Biotech, LLC","Mentrik Biotech, LLC",7662,"Mentrik Biotech, LLC",1
Mepha Ltd.,Mepha Ltd.,7663,Mepha Ltd.,3
MerLion Pharmaceuticals GmbH,MerLion Pharmaceuticals GmbH,7679,MerLion Pharmaceuticals GmbH,8
Merakris Therapeutics,Merakris Therapeutics,7664,Merakris Therapeutics,1
"Mercator MedSystems, Inc.","Mercator MedSystems, Inc.",7665,"Mercator MedSystems, Inc.",10
"Merck Healthcare KGaA, Darmstadt, Germany, an affiliate of Merck KGaA, Darmstadt, Germany",Merck Sharp and Dohme,3892,Merck Sharp & Dohme LLC,41
"Merck KGaA, Darmstadt, Germany",Merck Sharp and Dohme,3892,Merck Sharp & Dohme LLC,275
Merck Medication Familiale,Merck Medication Familiale,3892,Merck Sharp & Dohme LLC,2
Merck Sharp & Dohme LLC,Merck Sharp & Dohme LLC,3892,Merck Sharp & Dohme LLC,1896
Merckle GmbH,Merckle GmbH,3892,Merck Sharp & Dohme LLC,3
Mereo BioPharma,Mereo BioPharma,7670,Mereo BioPharma,12
"Meridian Bioscience, Inc.","Meridian Bioscience, Inc.",7671,"Meridian Bioscience, Inc.",26
"Meridigen Biotech Co., Ltd.","Meridigen Biotech Co., Ltd.",7672,"Meridigen Biotech Co., Ltd.",6
Merieux Institute,Merieux Institute,7673,Merieux Institute,1
Meril Life Sciences Pvt. Ltd.,Meril Life Sciences Pvt. Ltd.,7674,Meril Life Sciences Pvt. Ltd.,11
Merinal Laboratoires,Merinal Laboratoires,7675,Merinal Laboratoires,1
"Merit Medical Systems, Inc.","Merit Medical Systems, Inc.",7676,"Merit Medical Systems, Inc.",25
Meriyana Bio Inc.,Meriyana Bio Inc.,7677,Meriyana Bio Inc.,1
Merlin MD Pte Ltd,Merlin MD Pte Ltd,7678,Merlin MD Pte Ltd,1
Merrimack Pharmaceuticals,Merrimack Pharmaceuticals,7680,Merrimack Pharmaceuticals,25
"Merrion Pharmaceuticals, LLC","Merrion Pharmaceuticals, LLC",7681,"Merrion Pharmaceuticals, LLC",1
Mersana Therapeutics,Mersana Therapeutics,7682,Mersana Therapeutics,9
"Meru Health, Inc.","Meru Health, Inc.",7683,"Meru Health, Inc.",4
Merus N.V.,Merus N.V.,7684,Merus N.V.,8
"Meryx, Inc.","Meryx, Inc.",7685,"Meryx, Inc.",2
Merz Aesthetics GmbH,Merz Aesthetics GmbH,7689,Merz Pharmaceuticals GmbH,3
"Merz North America, Inc.","Merz North America, Inc.",7689,Merz Pharmaceuticals GmbH,45
Merz Pharmaceuticals GmbH,Merz Pharmaceuticals GmbH,7689,Merz Pharmaceuticals GmbH,63
Merz Therapeutics GmbH,Merz Therapeutics GmbH,7689,Merz Pharmaceuticals GmbH,3
Mesh Suture Inc.,Mesh Suture Inc.,7690,Mesh Suture Inc.,1
"Meso Scale Diagnostics, LLC.","Meso Scale Diagnostics, LLC.",7691,"Meso Scale Diagnostics, LLC.",2
Mesoblast International Sàrl,Mesoblast International Sàrl,7693,"Mesoblast, Inc.",5
"Mesoblast, Inc.","Mesoblast, Inc.",7693,"Mesoblast, Inc.",19
"Mesoblast, Ltd.","Mesoblast, Ltd.",7693,"Mesoblast, Inc.",13
Mesoestetic Pharma Group S.L.,Mesoestetic Pharma Group S.L.,7695,Mesoestetic Pharma Group S.L.,6
Mespere Lifesciences Inc.,Mespere Lifesciences Inc.,7696,Mespere Lifesciences Inc.,9
"MetVital, Inc.","MetVital, Inc.",7732,"MetVital, Inc.",1
"MetaCure (USA), Inc.","MetaCure (USA), Inc.",7705,"MetaCure (USA), Inc.",4
MetaCure Limited,MetaCure Limited,7705,"MetaCure (USA), Inc.",3
MetaFines,MetaFines,7706,MetaFines,1
"MetaMedia Training International, Inc.","MetaMedia Training International, Inc.",7713,"MetaMedia Training International, Inc.",1
"MetaPharm, Inc.","MetaPharm, Inc.",7715,"MetaPharm, Inc.",1
MetaPhore Pharmaceuticals,MetaPhore Pharmaceuticals,7716,MetaPhore Pharmaceuticals,2
MetaProteomics LLC,MetaProteomics LLC,7717,MetaProteomics LLC,4
Metabiomics Corp,Metabiomics Corp,7697,Metabiomics Corp,3
MetaboGen AB,MetaboGen AB,7698,MetaboGen AB,2
Metabolic Research Unit,Metabolic Research Unit,7700,Metabolic Technologies Inc.,1
Metabolic Solutions Development Company,Metabolic Solutions Development Company,7700,Metabolic Technologies Inc.,4
Metabolic Solutions Inc.,Metabolic Solutions Inc.,7700,Metabolic Technologies Inc.,2
Metabolic Technologies Inc.,Metabolic Technologies Inc.,7700,Metabolic Technologies Inc.,18
"Metacrine, Inc.","Metacrine, Inc.",7703,"Metacrine, Inc.",2
Metagenics Europe,Metagenics Europe,7709,"Metagenics, Inc.",1
"Metagenics, Inc.","Metagenics, Inc.",7709,"Metagenics, Inc.",9
Metagone Biotech Inc.,Metagone Biotech Inc.,7710,Metagone Biotech Inc.,2
Metamason,Metamason,7711,Metamason,1
Metanoic Health Ltd.,Metanoic Health Ltd.,7714,Metanoic Health Ltd.,1
"Metastatix, Inc.","Metastatix, Inc.",7718,"Metastatix, Inc.",1
Metavention,Metavention,7719,Metavention,4
Metcela Inc.,Metcela Inc.,7721,Metcela Inc.,1
Methinks Software SL,Methinks Software SL,7722,Methinks Software SL,1
Method X Studios Ltd,Method X Studios Ltd,7723,Method X Studios Ltd,1
MethylGene Inc.,MethylGene Inc.,7724,MethylGene Inc.,1
MetiMedi Pharmaceuticals,MetiMedi Pharmaceuticals,7725,MetiMedi Pharmaceuticals,1
"Metis Associates, Inc.","Metis Associates, Inc.",7726,"Metis Associates, Inc.",1
"MetriTrack, Inc.","MetriTrack, Inc.",7728,"MetriTrack, Inc.",1
MetrioPharm AG,MetrioPharm AG,7727,MetrioPharm AG,3
"Metro International Biotech, LLC","Metro International Biotech, LLC",7729,"Metro International Biotech, LLC",3
Metronom Health,Metronom Health,7731,Metronom Health,2
Metronome Therapeutics,Metronome Therapeutics,7731,Metronom Health,1
Mexbrain,Mexbrain,7733,Mexbrain,1
Meyer Pharmaceuticals,Meyer Pharmaceuticals,7734,Meyer Pharmaceuticals,1
Mezzion Pharma Co. Ltd,Mezzion Pharma Co. Ltd,7736,Mezzion Pharma Co. Ltd,5
MiCardia Corporation,MiCardia Corporation,7743,MiCardia Corporation,1
"MiCareo Taiwan Co., Ltd.","MiCareo Taiwan Co., Ltd.",7744,"MiCareo Taiwan Co., Ltd.",4
"MiCo BioMed Co., Ltd.","MiCo BioMed Co., Ltd.",7752,"MiCo BioMed Co., Ltd.",1
"MiMARK Diagnostics, S.L.","MiMARK Diagnostics, S.L.",7811,"MiMARK Diagnostics, S.L.",1
